Date1 Month,Date1 Day,Date1 Year,Date2 Month,Date2 Day,Date2 Year,Years Apart,Days Apart
4,14,1934,3,7,2025,90,350
12,31,2001,3,9,2025,23,74
7,21,1959,7,17,2026,67,13
3,9,1921,10,12,2026,105,243
6,12,1906,5,29,2026,120,16
1,1,1982,3,18,2026,44,87
4,13,1971,10,3,2026,55,187
7,25,2022,12,24,2025,3,153
7,9,1993,7,20,2025,32,19
8,28,2001,9,4,2025,24,13
7,29,1998,9,23,2026,28,63
5,18,1992,11,16,2025,33,190
10,14,1943,9,5,2025,81,347
9,26,1970,9,17,2026,56,5
1,8,1993,7,23,2025,32,204
4,8,2016,4,11,2025,9,5
2,19,2008,11,12,2026,18,271
6,27,1927,10,3,2026,99,123
6,12,1972,1,25,2026,53,240
6,11,1999,11,4,2026,27,153
10,2,1938,9,23,2025,87,13
11,20,1965,8,3,2025,59,271
10,20,2023,3,28,2026,2,160
6,14,2019,2,7,2026,6,240
1,28,1935,12,27,2025,90,356
9,19,1979,3,7,2026,46,181
9,25,1912,10,28,2025,113,61
1,26,2001,1,8,2026,24,353
6,21,1941,6,17,2026,85,17
2,22,1975,4,8,2025,50,58
7,7,1926,1,22,2025,98,224
6,21,1925,2,4,2026,100,253
10,12,1956,4,23,2026,69,210
5,19,2020,9,14,2026,6,119
11,11,2008,12,5,2025,17,28
7,27,1998,8,14,2026,28,25
10,6,1914,6,21,2026,111,286
8,20,1919,1,4,2025,105,164
1,25,1950,11,15,2026,76,313
2,19,1968,12,3,2026,58,302
1,4,1973,3,13,2026,53,81
3,26,1946,8,14,2025,79,161
7,18,1976,6,25,2025,48,354
6,10,1991,7,2,2026,35,31
3,24,2018,12,17,2026,8,270
8,7,1994,3,11,2025,30,224
3,6,1905,4,15,2026,121,70
7,11,1966,9,3,2026,60,69
8,9,1967,1,30,2025,57,189
7,6,1935,7,30,2026,91,47
10,27,1988,11,24,2026,38,37
3,10,1952,12,18,2026,74,301
8,19,1923,4,9,2025,101,259
10,17,1910,3,15,2025,114,178
12,19,1909,12,29,2025,116,39
2,20,2005,6,19,2025,20,124
11,22,1951,4,1,2026,74,149
7,4,1901,8,21,2025,124,79
5,31,1927,5,12,2025,98,6
2,1,1932,7,18,2026,94,191
2,5,2013,7,21,2026,13,169
4,29,1961,2,10,2026,64,303
7,1,2016,1,16,2026,9,201
12,4,2023,4,21,2025,1,139
7,7,1927,8,5,2025,98,54
7,21,1951,5,13,2026,74,315
3,23,1929,2,22,2025,95,360
6,1,1946,10,10,2025,79,151
10,21,1990,3,26,2026,35,165
12,23,1956,9,29,2025,68,297
3,26,1983,6,24,2026,43,101
5,11,1927,5,7,2025,98,21
3,24,1974,4,1,2025,51,21
11,9,2019,4,24,2025,5,168
1,12,1987,11,29,2026,39,331
4,23,1903,9,21,2026,123,182
3,15,2005,12,3,2026,21,268
1,12,1981,9,10,2025,44,252
9,8,1977,11,2,2025,48,67
8,30,1971,12,14,2026,55,120
3,21,2009,12,17,2026,17,275
1,8,1949,11,20,2025,76,335
8,6,1975,12,28,2025,50,157
10,8,1949,12,9,2026,77,81
11,1,1988,3,21,2025,36,149
12,22,1947,2,1,2026,78,61
5,7,1918,9,14,2026,108,157
4,27,2009,1,10,2025,15,262
6,15,2012,11,18,2025,13,159
10,10,1918,7,24,2025,106,314
9,24,1954,4,12,2025,70,218
5,20,1932,6,5,2025,93,39
4,2,1930,1,31,2025,94,328
6,2,1904,7,15,2026,122,73
11,25,1982,7,20,2025,42,248
9,24,1988,8,18,2026,37,337
6,20,2004,9,4,2026,22,81
4,27,2014,3,31,2025,10,341
5,15,1919,12,22,2025,106,248
10,15,1982,7,12,2025,42,281
2,1,1947,9,25,2025,78,256
1,21,2010,12,16,2025,15,333
9,19,1923,5,8,2025,101,257
7,10,1955,10,18,2026,71,118
10,15,2006,10,31,2025,19,21
6,9,1954,4,6,2026,71,319
3,11,2017,8,8,2025,8,152
4,21,2012,6,16,2025,13,59
9,2,1927,9,11,2026,99,34
3,15,2023,10,8,2025,2,208
3,23,2006,3,15,2025,18,362
8,22,2003,7,16,2026,22,334
2,13,2006,10,3,2026,20,237
3,29,1911,4,19,2025,114,50
2,3,1964,4,22,2026,62,94
9,19,2004,8,23,2026,21,343
11,21,1926,7,7,2026,99,253
10,3,1925,2,18,2026,100,163
8,21,1941,2,28,2025,83,212
8,17,1959,12,24,2025,66,146
2,22,1935,4,19,2025,90,79
2,24,2018,6,29,2026,8,127
3,22,1939,6,23,2026,87,115
5,18,1922,4,14,2026,103,357
4,22,1945,6,23,2026,81,82
11,25,1926,9,13,2025,98,317
4,19,1993,10,17,2026,33,189
4,13,1950,1,31,2025,74,312
3,16,1940,7,13,2025,85,140
5,1,2007,8,31,2025,18,127
7,5,1990,3,30,2025,34,277
10,6,1968,6,7,2025,56,258
9,29,2021,2,9,2025,3,134
11,23,1998,5,24,2025,26,189
2,2,1968,9,7,2025,57,232
1,7,1914,7,15,2025,111,217
3,26,1921,11,30,2025,104,275
12,28,2008,2,8,2025,16,46
11,4,1956,3,30,2026,69,163
8,31,1926,1,9,2026,99,156
5,10,1990,2,18,2025,34,293
5,22,1981,8,12,2026,45,93
11,4,2000,12,8,2026,26,40
8,16,2009,5,4,2025,15,265
3,23,1959,10,25,2025,66,233
5,24,1924,1,8,2026,101,254
9,4,1926,2,18,2025,98,192
6,20,2009,2,2,2026,16,231
10,26,1954,9,14,2026,71,341
7,1,1907,11,21,2026,119,173
11,26,1927,12,23,2025,98,52
8,30,1934,2,12,2025,90,189
8,2,1979,12,20,2026,47,152
7,25,1923,12,26,2025,102,180
2,22,1909,7,16,2026,117,173
1,9,1922,6,17,2026,104,185
8,6,2008,12,18,2026,18,138
11,22,1984,8,27,2025,40,288
7,24,1903,12,10,2025,122,170
7,20,1917,6,22,2025,107,364
3,26,2009,3,22,2026,17,0
10,7,1984,6,10,2025,40,256
8,12,1961,7,31,2025,64,4
8,19,1962,4,19,2026,63,259
8,12,1996,6,14,2026,29,313
1,12,1940,3,14,2025,85,83
1,28,1942,1,7,2026,84,0
2,10,1917,11,10,2025,108,300
2,12,1999,10,14,2025,26,251
10,13,1961,4,28,2025,63,213
12,29,1978,3,21,2026,47,94
3,29,2009,4,26,2026,17,32
10,27,2000,12,11,2025,25,51
11,1,1932,8,7,2025,92,302
1,21,1909,3,3,2025,116,70
1,12,1979,2,20,2026,47,51
10,7,1941,2,17,2025,83,154
9,7,1905,1,20,2025,119,165
1,31,1912,4,3,2025,113,91
5,14,1999,11,15,2026,27,192
12,16,1968,1,29,2025,56,58
3,21,1961,11,13,2025,64,253
1,27,1925,6,18,2025,100,167
8,27,1907,7,18,2025,117,355
4,2,2001,12,31,2026,25,279
12,12,1987,9,8,2025,37,280
4,12,1959,7,24,2026,67,120
7,13,1940,3,30,2025,84,281
9,30,1989,11,1,2026,37,41
6,25,1969,1,4,2026,56,207
1,5,1957,12,21,2026,70,2
4,17,1920,7,24,2025,105,124
3,14,1979,3,30,2025,46,28
12,8,2021,8,11,2025,3,247
10,8,1973,1,13,2026,52,110
2,5,1957,4,12,2025,68,83
8,19,1989,7,27,2026,36,351
8,11,1959,9,24,2025,66,61
4,19,1989,2,22,2026,36,318
6,20,1932,4,3,2025,92,310
10,18,1982,3,17,2025,42,161
5,16,1912,5,30,2026,114,42
1,9,1959,8,22,2026,67,242
5,6,1967,6,7,2025,58,47
5,7,2020,10,29,2026,6,176
7,16,1934,4,2,2025,90,283
3,3,2013,8,14,2025,12,167
4,17,1984,1,5,2025,40,273
11,29,1944,8,25,2026,81,289
2,13,2006,3,2,2025,19,22
6,21,1992,2,22,2025,32,254
8,8,2000,5,6,2025,24,277
11,23,1923,4,12,2025,101,166
5,31,1937,9,17,2025,88,131
5,7,1924,11,2,2026,102,204
11,6,1921,11,11,2025,104,31
11,26,1903,7,22,2026,122,269
12,2,1959,10,28,2026,66,347
6,15,1959,4,22,2025,65,328
3,7,1983,11,9,2026,43,258
11,9,1905,7,2,2025,119,265
10,10,1962,5,16,2026,63,234
10,2,1983,3,21,2026,42,181
5,28,1984,8,4,2025,41,78
1,5,2018,10,16,2025,7,286
7,30,1904,2,23,2026,121,238
3,20,1983,3,27,2025,42,18
2,2,1955,12,25,2026,71,344
2,14,2013,10,5,2025,12,236
8,25,1994,11,5,2025,31,80
4,26,1959,3,4,2025,65,329
4,14,1972,8,29,2025,53,150
10,8,1922,3,9,2026,103,178
2,23,1909,1,17,2026,116,357
1,14,1962,7,7,2026,64,190
10,13,1964,3,20,2026,61,173
1,11,1914,3,27,2025,111,103
6,30,1960,3,25,2025,64,284
8,23,1953,8,28,2026,73,23
11,20,2011,12,22,2025,14,36
10,6,2000,6,11,2025,24,254
10,12,2016,3,15,2026,9,156
4,3,1903,4,24,2026,123,52
11,6,1963,9,22,2025,61,336
11,15,1935,3,26,2025,89,154
11,27,1921,3,21,2026,104,140
3,26,1988,10,9,2025,37,206
1,22,1916,10,21,2025,109,300
8,2,1971,6,7,2025,53,323
1,31,1945,7,17,2026,81,187
10,17,1953,8,14,2026,72,319
7,9,1992,10,21,2026,34,112
10,26,2000,5,31,2026,25,223
5,18,1971,7,16,2025,54,73
9,26,1931,9,14,2026,95,12
4,29,1975,6,2,2025,50,47
11,7,1980,1,3,2026,45,68
7,13,1969,5,11,2025,55,316
1,13,2004,2,8,2025,21,32
12,7,1998,1,9,2025,26,40
6,2,1976,9,23,2025,49,125
5,22,1959,4,20,2025,65,350
4,30,1911,8,6,2025,114,127
6,3,1943,12,1,2025,82,202
2,13,1940,4,20,2026,86,88
10,14,1937,3,26,2026,88,185
9,23,2019,12,5,2026,7,75
11,29,1941,12,24,2026,85,46
6,22,1967,11,23,2025,58,169
3,5,1977,3,18,2025,48,25
5,7,2021,1,24,2025,3,263
7,10,1950,1,18,2025,74,211
11,4,1936,12,19,2025,89,67
12,27,2022,12,15,2025,2,354
9,20,1906,8,18,2026,119,362
10,6,1993,3,19,2025,31,172
8,1,1919,10,23,2025,106,110
9,15,1931,12,27,2025,94,127
2,13,1970,8,24,2026,56,206
10,7,1928,2,12,2025,96,152
12,22,2016,8,27,2026,9,250
12,8,2004,8,20,2025,20,260
8,23,2006,8,18,2025,19,0
5,9,1910,7,31,2026,116,112
3,23,1903,12,10,2026,123,293
1,26,2022,4,12,2025,3,77
10,26,1984,5,12,2025,40,208
7,8,1932,6,5,2026,93,355
2,19,1949,6,22,2025,76,142
2,8,1952,8,18,2025,73,210
5,15,1941,8,10,2026,85,108
7,19,1906,1,25,2025,118,220
8,9,1930,7,21,2025,95,5
10,18,1963,5,15,2025,61,225
7,20,1951,12,15,2026,75,167
11,7,2012,3,22,2026,13,138
2,12,1928,5,11,2025,97,113
9,25,1929,11,10,2025,96,70
5,19,2020,8,8,2026,6,82
3,6,1911,1,4,2026,114,333
6,5,1941,10,1,2025,84,139
12,18,1976,11,21,2025,48,350
1,23,1932,3,20,2025,93,80
10,29,1981,1,20,2026,44,94
1,19,2024,12,14,2025,1,330
11,30,1933,5,26,2025,91,200
10,4,2018,3,4,2025,6,153
8,15,1990,12,27,2026,36,143
8,30,1900,6,6,2025,124,311
9,3,1991,9,16,2025,34,22
12,26,1990,1,30,2026,35,44
6,2,1920,8,21,2026,106,106
1,18,1950,8,23,2025,75,236
3,15,1936,11,26,2025,89,278
10,3,1997,1,1,2026,28,97
8,14,1924,3,2,2026,101,225
4,26,1968,8,30,2026,58,140
6,2,1923,10,5,2025,102,151
9,10,2010,4,3,2026,15,209
12,23,1996,3,5,2026,29,79
7,3,1956,8,15,2026,70,60
1,19,2005,1,13,2025,19,364
8,22,2013,1,19,2026,12,153
5,23,2023,7,20,2026,3,59
11,15,1958,6,19,2026,67,233
7,18,2009,9,19,2026,17,67
11,7,1939,8,29,2026,86,317
7,13,1981,5,1,2026,44,303
9,28,1946,5,27,2025,78,261
4,27,2009,12,24,2025,16,245
4,10,1940,11,6,2026,86,231
3,14,1924,11,7,2025,101,263
8,25,2000,1,1,2025,24,135
12,1,2018,12,25,2025,7,26
2,27,1908,4,10,2025,117,72
11,5,1917,7,27,2025,107,291
10,29,1931,4,11,2025,93,188
10,22,1923,12,1,2026,103,66
6,25,1918,12,26,2025,107,211
11,17,1939,11,5,2025,86,10
5,22,2003,1,16,2026,22,245
9,20,1915,2,10,2025,109,171
9,18,1944,10,29,2026,82,61
4,12,2016,6,29,2026,10,80
1,23,1940,9,5,2025,85,247
12,27,1935,8,2,2025,89,241
6,11,1962,8,22,2025,63,88
12,31,1961,2,21,2026,64,68
9,17,1988,3,4,2025,36,177
7,27,1907,8,29,2026,119,63
6,6,1904,5,3,2026,121,361
12,7,1910,9,8,2025,114,304
6,15,1957,2,12,2026,68,259
12,17,1934,12,7,2025,91,13
8,13,1986,2,23,2025,38,204
7,8,2012,5,8,2026,13,307
2,10,1966,9,14,2025,59,231
11,12,1962,12,8,2026,64,42
10,2,1982,2,17,2025,42,149
8,8,1946,10,5,2025,79,78
7,4,1922,1,8,2026,103,214
3,3,2000,11,14,2025,25,262
10,22,1921,11,14,2025,104,49
9,26,1950,2,21,2026,75,167
1,24,2016,9,14,2025,9,236
4,17,1928,11,29,2025,97,250
12,14,2012,6,9,2026,13,180
8,7,2022,10,31,2025,3,86
6,18,1927,6,30,2025,98,37
2,7,2002,1,31,2026,23,364
3,16,1993,1,13,2026,32,311
7,9,2001,10,13,2026,25,102
12,10,2019,6,3,2025,5,177
2,1,1976,11,8,2025,49,293
2,17,1963,1,13,2025,61,346
10,27,1930,11,20,2025,95,48
11,18,1900,9,28,2026,125,345
2,3,2025,9,16,2025,0,225
6,26,1949,11,22,2025,76,168
5,22,1968,6,15,2026,58,38
6,18,1982,11,13,2026,44,159
5,10,1900,6,19,2025,125,71
10,16,1903,2,1,2025,121,139
4,17,1990,6,23,2026,36,76
10,1,1926,3,28,2026,99,203
11,5,1958,7,4,2025,66,258
1,8,1948,10,25,2025,77,310
12,19,1940,10,28,2026,85,334
9,2,2021,5,20,2025,3,261
4,30,1953,9,29,2025,72,170
10,19,1998,5,15,2026,27,215
9,3,1940,4,1,2025,84,231
5,29,1924,12,22,2025,101,232
1,31,1903,10,9,2025,122,282
12,22,1968,12,2,2026,57,359
2,24,1979,6,24,2026,47,132
11,5,1929,2,16,2026,96,127
7,13,1945,7,15,2025,80,22
6,28,1952,2,19,2025,72,254
2,3,1921,3,16,2025,104,67
2,3,2013,6,15,2025,12,135
11,20,1910,11,26,2025,115,35
1,14,1925,6,27,2025,100,189
12,2,1967,1,22,2025,57,66
1,4,1983,11,21,2026,43,332
2,13,1981,1,20,2026,44,352
9,11,1968,4,10,2025,56,225
4,3,1965,1,20,2026,60,307
2,20,2010,9,7,2025,15,203
1,25,1996,9,25,2026,30,251
5,20,1955,6,1,2026,71,30
8,2,1963,5,29,2026,62,316
11,18,1971,4,8,2026,54,155
10,1,2021,1,30,2026,4,122
1,21,1903,7,27,2025,122,218
2,3,1958,10,22,2026,68,278
12,31,2012,7,17,2025,12,201
12,22,1971,9,22,2025,53,288
9,2,1951,4,12,2026,74,241
2,27,1939,1,19,2026,86,348
10,28,2014,8,17,2026,11,296
9,9,1906,12,28,2025,119,140
8,28,1983,1,8,2026,42,144
2,27,1973,3,12,2025,52,26
2,6,1959,7,5,2026,67,166
1,2,1912,12,12,2025,114,8
2,18,2010,10,2,2025,15,230
11,16,1946,6,24,2025,78,240
4,20,1929,12,5,2025,96,253
4,5,1976,9,19,2026,50,179
4,2,1909,4,6,2025,116,33
8,24,1907,12,28,2025,118,156
9,23,1924,9,11,2026,102,13
4,6,1986,10,27,2026,40,214
1,10,1964,8,16,2026,62,234
2,4,1998,3,31,2025,27,62
12,3,2017,11,23,2026,8,357
11,16,1935,1,9,2026,90,77
2,12,1993,1,15,2026,32,345
8,25,2001,11,28,2026,25,101
11,5,1972,6,21,2025,52,241
11,16,1971,1,16,2025,53,75
9,10,1995,9,28,2026,31,26
12,31,1939,12,11,2025,86,2
12,1,1972,6,6,2025,52,200
6,20,2009,4,30,2025,15,318
1,31,1964,7,11,2026,62,177
9,22,2005,8,18,2025,19,335
10,24,1981,7,20,2026,44,280
4,29,1900,5,12,2025,125,44
5,28,1935,11,8,2025,90,187
4,17,1955,4,28,2025,70,29
5,1,2023,6,6,2026,3,37
7,28,1915,4,2,2025,109,276
3,17,2018,6,26,2026,8,103
11,25,1974,8,8,2026,51,269
7,16,1934,9,27,2026,92,96
11,14,1949,5,12,2025,75,198
11,5,1973,8,2,2026,52,283
6,17,1935,3,17,2025,89,296
2,10,1926,11,7,2025,99,295
7,24,1937,11,25,2025,88,146
6,17,2014,11,9,2025,11,148
8,14,1904,10,19,2025,121,96
9,10,1996,5,28,2026,29,267
1,1,1909,10,9,2026,117,310
8,27,1906,12,25,2026,120,150
2,6,1921,7,4,2025,104,174
8,9,1986,9,11,2026,40,43
4,23,1930,6,14,2025,95,76
5,17,1917,4,2,2025,107,347
9,18,1983,8,19,2026,42,346
2,27,1974,8,3,2026,52,170
10,17,1992,10,24,2026,34,15
8,14,1929,8,11,2025,96,21
1,15,1967,1,30,2025,58,30
4,11,1900,5,11,2025,125,61
8,22,1980,12,19,2025,45,130
10,20,1917,6,16,2025,107,266
1,11,1926,10,7,2025,99,294
6,12,1931,10,29,2025,94,163
5,25,1941,4,21,2026,84,352
5,29,1908,5,2,2025,117,2
12,26,1951,9,23,2026,74,290
5,13,1922,4,29,2026,104,12
12,25,1913,5,25,2025,111,179
10,29,1938,11,30,2025,87,54
10,15,1990,6,4,2025,34,241
10,25,1955,4,21,2025,69,196
9,6,1981,8,7,2026,44,346
4,10,1927,8,26,2025,98,163
1,1,2003,9,21,2025,22,269
3,7,2000,9,25,2026,26,208
8,26,2010,7,3,2026,15,315
8,22,1947,3,27,2026,78,237
3,19,2009,3,19,2025,16,4
9,24,1919,2,23,2026,106,179
8,7,2007,4,27,2026,18,268
5,18,2014,5,8,2025,10,358
5,28,2025,3,2,2026,0,278
5,25,1920,1,6,2026,105,252
1,21,1916,6,9,2026,110,167
3,2,1940,7,12,2026,86,153
1,7,1951,11,28,2025,74,344
4,4,1935,10,10,2026,91,212
2,7,1927,6,16,2026,99,154
2,24,2009,7,2,2025,16,132
11,23,1912,4,28,2026,113,184
9,12,1940,7,8,2025,84,320
6,13,1946,2,13,2026,79,265
6,29,2001,2,10,2025,23,232
12,30,1916,9,6,2025,108,277
6,22,2015,1,2,2026,10,197
3,19,1962,10,31,2026,64,242
7,21,1990,5,29,2026,35,321
11,23,2003,5,8,2026,22,172
7,26,1968,10,4,2025,57,84
2,1,1902,10,28,2026,124,300
5,22,1921,1,27,2026,104,276
3,1,1964,9,13,2026,62,211
1,17,1938,4,27,2025,87,122
6,27,1960,6,23,2025,65,12
2,21,1980,11,9,2025,45,273
8,25,1901,2,4,2025,123,194
2,7,1907,1,28,2026,119,20
11,25,1988,12,21,2026,38,35
6,21,1958,5,27,2026,67,357
8,12,1961,1,26,2025,63,183
5,13,1964,12,23,2026,62,239
2,24,2012,7,29,2026,14,159
6,18,1949,8,11,2026,77,73
9,24,1966,4,18,2025,58,221
11,11,1929,4,10,2026,96,174
5,9,1994,12,8,2026,32,221
2,15,1934,3,16,2025,91,52
8,27,1944,4,14,2026,81,250
9,15,1986,7,2,2025,38,300
6,4,1942,12,4,2025,83,204
3,23,1966,5,14,2025,59,67
5,30,1930,11,18,2025,95,196
5,10,1909,8,17,2025,116,128
10,4,1973,9,25,2025,52,4
12,23,1926,5,17,2026,99,170
12,23,2015,12,2,2026,10,347
11,21,1953,4,20,2025,71,168
1,31,1936,8,1,2025,89,205
10,19,1925,12,6,2025,100,73
8,24,1900,6,6,2025,124,317
9,6,2000,11,21,2025,25,82
12,14,1951,5,13,2025,73,169
4,11,1983,7,27,2025,42,118
10,3,1903,12,28,2025,122,117
12,16,1938,5,21,2025,86,178
7,17,1914,5,21,2025,110,336
8,28,1971,2,27,2026,54,197
1,18,1904,12,9,2026,122,356
6,1,2022,10,15,2025,3,137
8,18,1960,6,25,2026,65,327
10,12,2020,4,24,2025,4,195
3,24,1995,6,21,2026,31,97
2,14,1978,4,15,2026,48,72
12,14,1942,8,22,2026,83,272
10,25,1902,4,2,2026,123,190
12,10,1952,7,24,2026,73,244
7,24,1921,4,25,2025,103,301
11,14,1940,1,28,2026,85,96
8,23,2012,11,11,2026,14,83
1,24,1978,8,3,2025,47,203
11,29,2008,1,1,2025,16,37
11,18,2022,7,1,2025,2,226
11,9,1905,7,19,2026,120,282
1,8,2014,4,21,2025,11,106
10,12,1983,11,14,2026,43,44
10,30,1951,11,19,2025,74,39
3,17,2016,4,10,2026,10,26
9,24,1936,9,10,2026,90,8
4,29,1902,7,15,2026,124,108
11,9,1998,6,19,2026,27,229
11,26,1955,12,4,2025,70,26
3,11,2009,5,13,2026,17,67
5,27,1913,5,29,2026,113,30
12,23,1966,8,21,2026,59,256
9,16,1984,7,13,2025,40,310
7,7,1982,7,30,2025,43,34
10,24,2009,4,28,2026,16,190
5,3,1945,12,27,2026,81,258
6,13,1943,10,8,2026,83,138
8,31,1964,5,16,2026,61,273
3,2,1942,9,16,2025,83,219
3,11,2005,4,8,2025,20,33
3,31,2009,12,21,2025,16,269
12,4,1924,2,10,2026,101,93
10,16,1954,11,26,2025,71,59
11,29,2009,7,22,2025,15,239
8,8,1988,7,19,2026,37,354
7,26,1977,5,18,2025,47,308
9,28,1968,4,28,2026,57,226
10,25,1988,2,8,2025,36,115
12,21,1998,8,24,2026,27,253
3,28,1908,5,17,2026,118,79
4,10,1980,8,23,2025,45,146
8,14,1930,8,22,2025,95,32
6,1,1930,9,20,2026,96,135
3,26,1966,10,18,2026,60,221
7,17,1948,10,8,2026,78,102
6,18,1944,9,6,2025,81,100
1,31,1944,12,29,2025,81,353
4,9,1982,1,30,2025,42,307
1,3,1960,8,14,2026,66,240
7,8,1969,5,3,2026,56,313
4,6,1901,7,12,2025,124,128
2,12,1962,7,1,2026,64,155
5,30,1916,4,11,2025,108,343
11,14,1947,1,19,2025,77,86
12,26,1902,6,16,2026,123,203
5,13,2013,11,5,2026,13,179
10,16,2003,2,16,2025,21,129
8,21,2022,7,23,2025,2,337
9,19,1994,9,2,2026,31,356
7,17,1924,4,1,2025,100,283
10,28,1978,7,21,2026,47,278
6,21,2001,7,14,2025,24,29
5,1,1920,7,1,2025,105,87
10,31,1915,5,28,2026,110,237
8,29,1939,5,22,2026,86,288
10,29,1934,6,12,2026,91,249
12,11,1962,5,21,2025,62,177
8,7,1906,12,23,2026,120,168
9,24,2000,1,13,2026,25,117
4,24,1990,5,18,2025,35,33
7,21,1921,5,24,2025,103,333
10,31,1905,2,27,2025,119,149
6,22,1944,2,22,2026,81,265
9,29,1939,12,23,2026,87,107
6,2,1979,5,4,2026,46,348
5,2,1934,2,9,2026,91,306
5,8,2004,9,5,2025,21,125
9,21,1908,1,22,2026,117,152
7,3,1981,11,20,2025,44,151
1,1,1906,7,1,2025,119,211
3,11,1945,2,16,2026,80,362
12,14,1953,2,8,2025,71,74
12,3,1920,3,7,2025,104,120
4,21,1913,10,16,2025,112,206
6,9,1978,12,6,2026,48,192
1,23,1903,4,7,2025,122,105
4,11,2016,6,9,2025,9,61
4,26,1974,3,21,2025,50,342
3,1,1984,2,1,2025,40,347
11,11,2014,11,21,2026,12,13
5,17,1908,3,22,2026,117,338
8,14,1912,12,11,2026,114,147
5,4,1930,10,18,2026,96,191
7,6,2004,3,22,2026,21,264
7,22,1973,2,25,2026,52,231
12,13,1989,5,28,2026,36,175
1,20,1984,4,7,2026,42,88
7,26,1944,7,22,2026,82,16
4,14,1950,1,17,2025,74,297
12,13,1948,4,7,2025,76,134
3,4,1995,2,13,2026,30,354
10,5,1946,5,5,2025,78,232
11,28,1998,6,5,2026,27,196
4,2,1926,1,11,2026,99,309
4,23,1904,11,29,2025,121,250
6,30,2010,6,9,2026,15,348
12,21,1997,8,20,2025,27,249
2,21,2019,7,31,2025,6,162
9,13,2025,12,9,2026,1,87
4,15,1954,11,20,2025,71,237
10,15,1989,11,14,2026,37,39
